"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"ECBM","https://www.qualibat.com/resultat-de-la-recherche/ecbm-40505","34 RUE DE LA FERME, 94400 VITRY SUR SEINE","0146829736","contact@ecbm.fr","3832321130","38323211300043","8",4170000,94,"31"
"GSMC","https://www.qualibat.com/resultat-de-la-recherche/gsmc-41228","24 RUE GARNIER PAGES, 94100 ST MAUR DES FOSSES","0143972821","s.bara@cofrec.com","3922931480","39229314800012","4",315712,94,"31"
"SCEPA","https://www.qualibat.com/resultat-de-la-recherche/scepa-40733","59 RUE HENRI LAIRE, 94290 VILLENEUVE LE ROI","0145975814","scepa@wanadoo.fr","3067718410","30677184100021","6",598628,94,"31"
"SAS VAVASSEUR","https://www.qualibat.com/resultat-de-la-recherche/sas-vavasseur-133279","87 BOULEVARD DE CRETEIL, 94100 SAINT MAUR","0148862464","contact@toitures-idf.fr","8035851400","80358514000046","7",173900,94,"31"
"CLAUZIN","https://www.qualibat.com/resultat-de-la-recherche/clauzin-40900","45 RUE LEDRU ROLLIN, 94100 SAINT MAUR DES FOSSES","0146720277","info@clauzin.com","6020231780","60202317800026","4",383752,94,"31"
"RASSEMONT","https://www.qualibat.com/resultat-de-la-recherche/rassemont-81392","14 BIS IMPASSE DE LA BRIQUETTERIE, 94700 MAISONS ALFORT","0148998331","delphine@rassemont.fr","5094562990","50945629900015","7",676099,94,"31"
"SCEIB","https://www.qualibat.com/resultat-de-la-recherche/sceib-44775","21-23 CHEMIN DES CARRIÈRES, 94310 ORLY","0146829439","sceib@sceib.fr","4489871230","44898712300040","18",3530000,94,"31"
"FLAMANT","https://www.qualibat.com/resultat-de-la-recherche/flamant-40637","66 RUE DU DOCTEUR CALMETTE, 94350 VILLIERS SUR MARNE","0149300000","contact@flamant.fr","3093850940","30938509400029","28",2900000,94,"31"
"CHATEL","https://www.qualibat.com/resultat-de-la-recherche/chatel-40351","3 RUE DES PERDRIX, 94520 MANDRESLESROSES","0145951252","sarlchatelcouverture@orange.fr","4300269300","43002693000015","3",437247,94,"31"
"JD EXPERTS","https://www.qualibat.com/resultat-de-la-recherche/jd-experts-142293","38 RUE DE LA GARE, 94110 ARCUEIL","0777493178","jdexperts@hotmail.com","8051748770","80517487700011","7",1850000,94,"31"
"TOITS TOUJOURS CHARPENTIER COUVREUR","https://www.qualibat.com/resultat-de-la-recherche/toits-toujours-charpentier-couvreur-168205","30 RUE DE LA VARENNE, 94100 SAINT MAUR DES FOSSES","0981819007","toitspourtoujours@orange.fr","8246591710","82465917100014","4",380000,94,"31"
"SO'PRO BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/so-pro-batiment-171040","1 AVENUE DE L'EUROPE TOUR EUROPA CENTRE COMMERCIAL BELLE EPINE, 94320 THIAIS","0623013915","contact@soprobatiment.fr","8302099950","83020999500026","3",341139,94,"31"
"CCS TOITURE","https://www.qualibat.com/resultat-de-la-recherche/ccs-toiture-129793","7 RUE LEON BLUM, 94240 L'HAY LES ROSES","0683125201","ccs.toiture@hotmail.fr","5282537010","52825370100015","2",253581,94,"31"
"HOLLEY DURAN","https://www.qualibat.com/resultat-de-la-recherche/holley-duran-40697","35 RUE VICTOR BASCH, 94300 VINCENNES","0149579193","contact@holley-duran.fr","6520202070","65202020700021","24",2560000,94,"31"
"B E P C","https://www.qualibat.com/resultat-de-la-recherche/b-e-p-c-40368","9 RUE DU VIEUX LOUVRE, 94450 LIMEIL BREVANNES","0145698889","bepc.sarl@wanadoo.fr","3936901440","39369014400018","3",659953,94,"31"
"COUVERTURE POIRIER","https://www.qualibat.com/resultat-de-la-recherche/couverture-poirier-44519","128 AVENUE JACQUES GOUREVITCH, 94500 CHAMPIGNYSURMARNE","0148823232","couverture.poirier@wanadoo.fr","4021854330","40218543300024","8",999319,94,"31"
"STE NOUVELLE LA PROVENCALE","https://www.qualibat.com/resultat-de-la-recherche/ste-nouvelle-la-provencale-155664","6 RUE DES AUBEPINES, 94320 THIAIS","0170132952","manuel.goncalves@nouvellelaprovencale.fr","5096048560","50960485600013","6",552932,94,"31"
"CLEMENT","https://www.qualibat.com/resultat-de-la-recherche/clement-81359","178 AVENUE DE LA DIVISION LECLERC, 94460 VALENTON","0143826382","laurianne.clement@hotmail.fr","4214763750","42147637500025","13",724010,94,"31"
"GHC","https://www.qualibat.com/resultat-de-la-recherche/ghc-165559","16 AV DU MAL DE LATTRE DE TASSIGNY, 94440 VILLECRESNES","0145950000","contact@gouider.fr","8206278180","82062781800017","4",589612,94,"31"
"LAURENT","https://www.qualibat.com/resultat-de-la-recherche/laurent-42822","ZAC DU PLATEAU 1 RUE DES MARRONNIERS, 94240 L'HAY LES ROSES","0156700424","laurent@groupebml.fr","5620274740","56202747400021","16",3560000,94,"31"
"MIEUX RENOVER 94","https://www.qualibat.com/resultat-de-la-recherche/mieux-renover-94-98563","8 RUE D'ETIENNE D'ORVES, 94000 CRETEIL","0160772222","admin@mieuxrenover.com","7500793600","75007936000038","14",1560000,94,"31"
"SNCP","https://www.qualibat.com/resultat-de-la-recherche/sncp-73871","5 RUE DE LA TERRASSE, 94470 BOISSY ST LEGER","0145696980","sncpnormande.couv@wanadoo.fr","4320753980","43207539800011","20",1840000,94,"31"
"TOITURES ET TRADITIONS","https://www.qualibat.com/resultat-de-la-recherche/toitures-et-traditions-163877","19 RUE HENRI BARBUSSE, 94110 ARCUEIL","0134783957","m.vignoli@toitures-et-tradition.fr","5340302670","53403026700031","13",1260000,94,"31"
"AMEL BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/amel-batiment-76707","51 RUE ANDRE ROUY, 94350 VILLIERS SUR MARNE","0177851240","amel.bati@yahoo.fr","4899275820","48992758200010","3",290571,94,"31"
"EAEG","https://www.qualibat.com/resultat-de-la-recherche/eaeg-160095","5 RUE DU DISPENSAIRE, 94110 ARCUEIL","0145362886","contact@eaeg.fr","8188784230","81887842300024","19",1140000,94,"31"
"CCMAP","https://www.qualibat.com/resultat-de-la-recherche/ccmap-82110","2 RUE DE LA DARSE, 94600 CHOISY LE ROI","0153147642","contact@ccmap.fr","5013377600","50133776000034","8",1310000,94,"31"
"MGTL COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/mgtl-couverture-130627","37 RUE MAURICE HENRI GUILBERT, 94110 ARCUEIL","0145460481","mgtl.couv@outlook.fr","5234922470","52349224700011","3",363480,94,"31"
"EGB GESTION","https://www.qualibat.com/resultat-de-la-recherche/egb-gestion-161208","29 AVENUE VLADIMIR D'ORMESSON, 94490 ORMESSON SUR MARNE","0156312050","j.guiot@egb.fr","8105863960","81058639600048","6",841112,94,"31"
"SOLUTION CORDE","https://www.qualibat.com/resultat-de-la-recherche/solution-corde-75904","8 RUE PIERRE RIGAUD, 94200 IVRY SUR SEINE","0144187808","s.outreville@solutioncorde.fr","4897016640","48970166400034","25",3480000,94,"31"
"VISSOUARN","https://www.qualibat.com/resultat-de-la-recherche/vissouarn-43939","61/63 AVENUE ARISTIDE BRIAND, 94230 CACHAN","0149083004","c.remond@vissouarn.com","5820627170","58206271700019","38",8199999.999999999,94,"31"
"BOCHARD","https://www.qualibat.com/resultat-de-la-recherche/bochard-40443","39 AVENUE DU PARC DE LA LANDE, 94420 LE PLESSIS TREVISE","0145947588","ent.bochard@wanadoo.fr","4247815320","42478153200025","3",398606,94,"31"
"BZH","https://www.qualibat.com/resultat-de-la-recherche/bzh-45077","17 RUE DE VERDUN, 94220 CHARENTON LE PONT","0148734086","bzh@bzhbatiment.fr","4522588170","45225881700033","3",469499,94,"31"
"ETANCHISOL","https://www.qualibat.com/resultat-de-la-recherche/etanchisol-5327","21 RUE LEON GEFFROY, 94400 VITRY SUR SEINE","0147181530","etanchisol@etanchisol.fr","3135665490","31356654900066","13",2310000,94,"31"
"LOISEAU","https://www.qualibat.com/resultat-de-la-recherche/loiseau-40838","132 RUE DE PARIS, 94220 CHARENTON LE PONT","0143689683","contact@etablissement-loiseau.fr","6620121370","66201213700011","15",2490000,94,"31"
"SEGUY ET CIE","https://www.qualibat.com/resultat-de-la-recherche/seguy-et-cie-41178","33 RUE DE LA DIVISION LECLERC BP 40, 94110 ARCUEIL","0145470105","daniel.birolini@wanadoo.fr","6920143270","69201432700013","6",752885,94,"31"
"TCAZ TOUTES CONSTRUCTIONS DE A A Z","https://www.qualibat.com/resultat-de-la-recherche/tcaz-toutes-constructions-de-a-a-z-44876","50 AVENUE DE GROS BOIS, 94440 MAROLLES EN BRIE","0149824131","contact@tcaz.fr","3931228170","39312281700033","4",671541,94,"31"
"BAIRRADA COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/bairrada-couverture-161839","18 RUE PASCAL APPT 101, 94490 ORMESSON SUR MARNE","0679247295","bairrada_couverture@hotmail.com","8198989170","81989891700029","2",208145,94,"31"
"PATTOU","https://www.qualibat.com/resultat-de-la-recherche/pattou-40984","1/3 RUE DE L'EMBARCADERE, 94170 LE PERREUX SUR MARNE","0148728948","pattou@pattou-sas.com","7320106570","73201065700037","28",2110000,94,"31"
"ASTEN","https://www.qualibat.com/resultat-de-la-recherche/asten-40480","66 RUE JEAN-JACQUES ROUSSEAU, 94207 IVRY SUR SEINE","0158912900","direction.technique@astengroup.com","5420573360","54205733600738","364",109240000,94,"31"
"SOCATEB ET CIE","https://www.qualibat.com/resultat-de-la-recherche/socateb-et-cie-40686","15/17 RUE DU MOULIN A CAILLOUX ZI SENIA BP 337 94537, 94537 ORLY CEDEX","0148523765","contact@socateb.fr","3900089020","39000890200038","170",76300000,94,"31"
"BAUDUIN ET LEMASSON","https://www.qualibat.com/resultat-de-la-recherche/bauduin-et-lemasson-43936","42 RUE GABRIEL PERI, 94200 IVRY SUR SEINE","0143311852","contact@bauduinetlemasson.fr","5721887120","57218871200028","10",1160000,94,"31"
"DORKEL","https://www.qualibat.com/resultat-de-la-recherche/dorkel-84821","19 RUE JEAN JACQUES ROUSSEAU , 94120 FONTENAY SOUS BOIS","0148940093","dorkel.julien@hotmail.fr","4977634820","49776348200039","4",324979,94,"31"
"ARDOISE ZINGUERIE COUVERTURE SERVICES (A.Z.C.S)","https://www.qualibat.com/resultat-de-la-recherche/ardoise-zinguerie-couverture-services-a-z-c-s--183813","33 AV LEDRU ROLLIN, 94170 LE PERREUX SUR MARNE","0695535140","sarl_azcs@yahoo.fr","8017586650","80175866500021","11",967940,94,"31"
"LA GRISE TOITURE","https://www.qualibat.com/resultat-de-la-recherche/la-grise-toiture-129486","41 RUE MAURICE AUBERTIN, 94490 ORMESSON SUR MARNE","0610162782","sophieserres@orange.fr","4987385900","49873859000039","7",1400000,94,"31"
"TOP TOIT 94","https://www.qualibat.com/resultat-de-la-recherche/top-toit-94-183311","178 RUE JULIAN GRIMAU, 94400 VITRY SUR SEINE","0188271561","toptoit94@gmail.com","8778250340","87782503400011","3",445778,94,"31"
"GOUIDER RAVALEMENT","https://www.qualibat.com/resultat-de-la-recherche/gouider-ravalement-172483","16 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY , 94440 VILLECRESNES","0145950000","contact@gouider.fr","5315384780","53153847800029","13",1510000,94,"31"
"ALFORTBAT","https://www.qualibat.com/resultat-de-la-recherche/alfortbat-97121","3 RUE LAFAYETTE, 94140 ALFORTVILLE","0658085245","compta.alfortbat@gmail.com","5225479180","52254791800048","3",121753,94,"31"
"ENTREPRISE JONATHAN","https://www.qualibat.com/resultat-de-la-recherche/entreprise-jonathan-177981","27 RUE PAUL BERT, 94130 NOGENT SUR MARNE","0148737299","entreprise.jonathan@orange.fr","8454032940","84540329400018","4",479098,94,"31"
"JOSE ANTUNES","https://www.qualibat.com/resultat-de-la-recherche/jose-antunes-136657","12 RUE PAUL DEROULEDE, 94100 SAINT MAUR DES FOSSES","0607155441","j.b.antunes@hotmail.fr","3413521360","34135213600053","5",453768,94,"31"
"LA SARTHOISE","https://www.qualibat.com/resultat-de-la-recherche/la-sarthoise-178814","12 RUE DES COTEAUX, 94100 ST MAUR DES FOSSES","0143974267","contact@lasarthoise.fr","4924487820","49244878200028","6",1200000,94,"31"
"LDR CONFORT","https://www.qualibat.com/resultat-de-la-recherche/ldr-confort-156530","46 BIS AVENUE DU MIDI, 94100 SAINT MAUR DES FOSSES","0664363093","ldrconfort@live.fr","4994522580","49945225800019","4",471964,94,"31"
"ACPF ACHIN","https://www.qualibat.com/resultat-de-la-recherche/acpf-achin-42235","11  AVENUE CHARLES DE GAULLE, 94470 BOISSY ST LEGER","0156323014","contact@acpf-couverture.com","4391921960","43919219600038","24",7040000,94,"31"
"MDB","https://www.qualibat.com/resultat-de-la-recherche/mdb-181990","1 RUE JEAN JAURES, 94800 VILLEJUIF","0146861860","mdbbourges@mdbois.fr","8377560630","83775606300058","105",12300000,94,"31"
"REOLIAN MULTITEC","https://www.qualibat.com/resultat-de-la-recherche/reolian-multitec-40119","ZI DES PETITES HAIES 25 RUE DE VALENTON, 94000 CRETEIL","0145184141","contact@reolian-multitec.com","6920171890","69201718900048","228",43100000,94,"31"
"AURION ET CIE","https://www.qualibat.com/resultat-de-la-recherche/aurion-et-cie-40268","40 RUE JEAN SAVU, 94500 CHAMPIGNY SUR MARNE","0148815952","l.duong@groupe-climater.com","3830265640","38302656400039","80",19050000,94,"31"
"RDLR","https://www.qualibat.com/resultat-de-la-recherche/rdlr-44952","ZA DES PETITS CARREAUX 6 AVENUE DES COQUELICOTS, 94385 BONNEUIL SUR MARNE CEDEX","0156712010","contact.rdlr@sfr.fr","3281244900","32812449000041","21",6110000,94,"31"
"EGB TOUT TOIT","https://www.qualibat.com/resultat-de-la-recherche/egb-tout-toit-150862","118 AVENUE PIERRE MENDES FRANCE, 94880 NOISEAU","0615384074","contact@touttoit.eu","5033756690","50337566900010","3",239370,94,"31"
"CHOLET MRFC","https://www.qualibat.com/resultat-de-la-recherche/cholet-mrfc-44749","33 RUE DU SERGENT HOFF, 94360 BRY SUR MARNE","0147062939","stecholet@wanadoo.fr","3994853410","39948534100024","5",1790000,94,"31"
"MARTINIER COUVERTURE ZINGUERIE","https://www.qualibat.com/resultat-de-la-recherche/martinier-couverture-zinguerie-40373","24 CHEMIN DES CLOSEAUX BP 18, 94440 VILLECRESNES","0145692517","martinier.couverture@wanadoo.fr","3787788310","37877883100024","4",1070000,94,"31"
"UNION SERVICES BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/union-services-batiment-118663","7 BIS AVENUE ANATOLE FRANCE, 94420 LE PLESSIS TREVISE","0145934676","usb94@hotmail.fr","5025197050","50251970500037","1",172488,94,"31"
"VIANA RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/viana-renovation-138938","24 RUE AUGUSTE DASPRAT, 94170 LE PERREUX SUR MARNE","0143244430","vianarenovation@orange.fr","4853337020","48533370200028","2",289731,94,"31"
"THIBAULT PERE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/thibault-pere-et-fils-40860","17 RUE SAINT-HILAIRE, 94210 LA VARENNE ST HILAIRE","0148831071","sathibault@wanadoo.fr","5722292190","57222921900017","3",289779,94,"31"
"GECOP","https://www.qualibat.com/resultat-de-la-recherche/gecop-41054","10 RUE VOLTA, 94140 ALFORTVILLE","0149775712","maria.oliveira@gecop94.fr","3443834350","34438343500023","99",26920000,94,"31"
