"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"POUGET METALLURGIE","https://www.qualibat.com/resultat-de-la-recherche/pouget-metallurgie-2806","LIEU-DIT LA TERRASSE ROUTE DE SAINT GUILHEM - BP 19, 34150 ANIANE","0467577276","pougetmetal@wanadoo.fr","3477806780","34778067800020","8",838696,34,"44"
"B2B PROTECTION","https://www.qualibat.com/resultat-de-la-recherche/b2b-protection-153195","9 RUE DES LENTISQUES, 34070 MONTPELLIER","0467757295","b2bprotection@wanadoo.fr","8137202650","81372026500012","1",217021,34,"44"
"DELMAS SERRURERIE","https://www.qualibat.com/resultat-de-la-recherche/delmas-serrurerie-2803","ZONE ARTISANALE LOTISSEMENT 50 RN 113, 34140 MEZE","0467438343","serrureriedelmas@wanadoo.fr","3447693280","34476932800024","14",1430000,34,"44"
"SERRURERIE SETOISE SARL","https://www.qualibat.com/resultat-de-la-recherche/serrurerie-setoise-sarl-3402","20 QUAI DE LA REPUBLIQUE, 34200 SETE","0467516557","serrurerie.setoise@orange.fr","4349868990","43498689900012","2",782725,34,"44"
"FABRILIS - CEDRIC FERNANDEZ","https://www.qualibat.com/resultat-de-la-recherche/fabrilis---cedric-fernandez-88635","278 RUE ANDROMEDE LIEU DIT ZAC DE BEL AIR, 34570 VAILHAUQUES","0467592745","c.fernandez@atelier-fabrilis.fr","5048937770","50489377700020","15",2970000,34,"44"
"VIP PLUS","https://www.qualibat.com/resultat-de-la-recherche/vip-plus-3223","430 AVENUE BLAISE PASCAL ZA LA GARRIGUE, 34170 CASTELNAU LE LEZ","0467156262","contact@vipplus.com","3786511030","37865110300053","63",13130000,34,"44"
"ATOLE SA","https://www.qualibat.com/resultat-de-la-recherche/atole-sa-3376","136 AVENUE DES RAZETEURS, 34160 CASTRIES","0467875050","metallerie@atole.fr","3848573140","38485731400064","25",1660000,34,"44"
"SOMAHU SARL","https://www.qualibat.com/resultat-de-la-recherche/somahu-sarl-71671","PARC D'ACTIVITES LA GARRIGUE 18 RUE DE LA LUCQUES, 34725 ST ANDRE DE SANGONIS","0467576788","comptabilite@somahu.com","4513221430","45132214300012","18",2880000,34,"44"
"TECHNICFER SARL","https://www.qualibat.com/resultat-de-la-recherche/technicfer-sarl-3356","159 RUE DU MAS BRINGAUD, 34070 MONTPELLIER","0499740090","contact@technicfer.fr","3876511360","38765113600021","20",5460000,34,"44"
"CLEMENT ET FILS  (STE)","https://www.qualibat.com/resultat-de-la-recherche/clement-et-fils-ste--2471","2 RUE DES TERRES DU SUD, 34990 JUVIGNAC","0467690807","clementetfils@orange-business.fr","4698002050","46980020500053","14",2480000,34,"44"
"SMF SANTABARBARA","https://www.qualibat.com/resultat-de-la-recherche/smf-santabarbara-166263","IMPASSE DES ROUSSELS, 34400 LUNEL VIEL","0686932858","fredericsantabarbara@orange.fr","4824411770","48244117700011","4",572440,34,"44"
"CMB CHAMBARD MENUISERIES BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/cmb-chambard-menuiseries-batiment-85689","ZAC MAS DE FIGUIERES 139, RUE DU RAJOL, 34130 MAUGUIO","0411281632","cmb34@orange.fr","4804841790","48048417900027","18",1610000,34,"44"
"DEMARETS ALUMINIUM","https://www.qualibat.com/resultat-de-la-recherche/demarets-aluminium-3025","ZAE LA BAUME  RN 113, 34290 SERVIAN","0467391667","accueil@demarets-alu.fr","3910660240","39106602400012","14",1700000,34,"44"
"LOUBET MICHEL (ETS)","https://www.qualibat.com/resultat-de-la-recherche/loubet-michel-ets--2523","1 RUE PAUL LANGEVIN ZI LE CAPISCOL, 34500 BEZIERS","0467310593","etsmichelloubet@wanadoo.fr","3089637190","30896371900031","11",3090000,34,"44"
